Иахәаԥштәуп...	Просмотреть...
Аҩнтәи аҭаӡ ахь ииастәуп	Перейти в домашнюю папку
Агәылаҵа ианарбо адрес ахь ииастәуп	Перейти к адресу, указанному закладкой
"Аҳатә еикәшара" аҭаӡ ахь ииастәуп	Перейти в папку "Сетевое окружение"
Ацәаблақәа рҭаӡ ахь ииастәуп	Перейти в папку шаблонов
"Акаҵкәыр"  аҭаӡ ахь ииастәуп	Перейти в папку "Корзина"
Агранит	Гранит
Агреипфрут	Грейпфрут
Аба еҵәа	Зеленая ткань
Аҩнытәи акаталог адыргаҷа аусуратә еишәаҿы иҟоуп	Значок домашнего каталога присутствует на рабочем столе
ISO-аиндекс	ISO-индекс
Аԥыхра акомманда аҿаклатәуп акаҵкыр ахы амырхәакәа.	Включать команду удаления, не использующую корзину
Аҵаа	Лед
Адыргақәа рыԥшра аҭаны аарԥшра	просмотр в виде значков
Алаԥшхгара адыргаҷақәа реиԥш  Алаԥшхгара ахьӡынҵа еиԥш 	Просмотр в виде значков Просмотр в виде списка
Ари ацаԥха шьақәыргылазар аганахьтәи апанель аҟны, "Аҵла" арежим аҟныаҭаӡқәа рымацара унарбалоит. Ус анакәымха аҭаӡқәеи афаилқәеи унарбалоит.	Если этот ключ установлен, в боковой панели в режиме "Дерево" будут показываться только папки. В противном случае будут показываться и папки, и файлы.
Ари ацаԥха шьақәыргылазар, ҿыц иаԥҵахо аԥенџьырқәа рҿы иубарҭахоит ацәаҳәақәа адрес аҭагалара.	Если этот ключ установлен, вновь создаваемые окна будут иметь видимую строку ввода адреса.
Ари ацаԥха шьақәыргылазар, ҿыц иаԥҵахо аԥенџьырқәа рҿы иубарҭахоит аганахьтәи апанель.	Если этот ключ установлен, вновь создаваемые окна будут иметь видимую боковую панель.
