аҿатә уасиаҭ	новый завет
Шәарҭ аԥааимбарцәа шәырхылҵшьҭроуп, Анцәеи шәабацәеи наҟ-ааҟ ирыбжьаз аиқәшаҳаҭра-аҳәахьа ирхырҿиаау абиԥароуп, Анцәа Авраам иеиҳәон: иухылҵшьҭраны адгьыл иқәынхо зегьы лыԥха роуеит.	Вы сыны пророков и завета, который завещевал Бог отцам вашим, говоря Аврааму: и в семени твоем благословятся все племена земные.
Анцәа Иара Иԥа Иисус, иԥсы ҭаҵаны даниргыла, шәара дышәзынаишьҭит, лыԥха шәоуразы, шәус бааԥсқәа шәырҟәихразы.	Бог, воскресив Сына Своего Иисуса, к вам первым послал Его благословить вас, отвращая каждого от злых дел ваших.
Урҭ абас аҳәара ианаҿыз аамҭазы уахь инарыдгылт аԥшьацәеи аныҳәарҭа ахьчацәа реиҳабацәеи, асаддукеицәеи,	Когда они говорили к народу, к ним приступили священники и начальники стражи при храме и саддукеи,
Урҭ ргәахы ԥнажәон, рхы рыхнахуан иԥсхьаз Иисус дгылеит ҳәа ажәлар рыхшыҩ ззырышьҭуаз, ирыладырҵәоз,	досадуя на то, что они учат народ и проповедуют в Иисусе воскресение из мертвых,
Убри аҟнытә иаанкыланы, изыхьчоз нарыдыргыланы шьыжьынӡа ҳәа иҭаркит, избанзар абри аамҭазы аилахәлара иалагахьан.	и наложили на них руки и отдали их под стражу до утра, ибо уже был вечер.
Ражәа иазыӡырҩуаз аӡәырҩы ахаҵара роуит, урҭ рхыԥхьаӡара уажәшьҭа хәнызқьҩык рҟынӡа инаӡон.	Многие же из слушавших слово уверовали, и было число таковых людей около пяти тысяч.
Адырҩаҽны Иерусалим иеизеит ахылаԥшцәеи, аиҳабацәеи, ашәҟәдырҩцәеи,	На другой день собрались в Иерусалим начальники их и старейшины, и книжники,
Уаҟа иҟан Аԥхьаԥшьаҩ Анна, Каиафа, Иоанн, Александр, убас аԥхьаԥшьаҩ иҭаацәара иреиуаз,	и Анна первосвященник, и Каиафа, и Иоанн, и Александр, и прочие из рода первосвященнического,
Урҭ рыгәҭа иҩаргыланы иразҵаауа иалагеит: иарбан мчылшароу ари шәзырҟаҵо, насгьы зыхьӡала иҟашәҵода?	и, поставив их посреди, спрашивали: какою силою или каким именем вы сделали это?
Пиотр, Аԥсы Цқьа ила игәы-иԥсы наӡаны иреиҳәоит: ахылаԥшцәеи Израил жәлар реиҳабацәеи!	Тогда Петр, исполнившись Духа Святаго, сказал им: начальники народа и старейшины Израильские!
Иахьа абра, ахымхәа-рыцҳа абзиара изаауз азы, ихәышәтәразы аара ҳадышәҵозар,	Если от нас сегодня требуют ответа в благодеянии человеку немощному, как он исцелен,
Шәарҭ зегьы, иара убас Израил жәлар зегьы ижәдыруазааит: шәара иџьаршәырҟацаз, Анцәа зыԥсы ҭеиҵаз, иргылаз Назареи Иисус Христос ибзоураны абри ауаҩ шәҿаԥхьа дгылоуп ихьаабаақәа дрылганы, дхәышәтәны, деибга-еизҩыданы.	то да будет известно всем вам и всему народу Израильскому, что именем Иисуса Христа Назорея, Которого вы распяли, Которого Бог воскресил из мертвых, Им поставлен он перед вами здрав.
